id,rid, day, timing ,starttime,endtime
4029,576,Fri,12 Midnight to 1 AM,12:00 AM,1:00 AM
4030,576,Sat,12 Midnight to 1 AM,12:00 AM,1:00 AM
4031,576,Sun,12 Midnight to 3 AM,12:00 AM,3:00 AM
4032,577,Mon,11:30 AM to 1 AM,11:30 AM,1:00 AM
4033,577,Tue,11:30 AM to 1 AM,11:30 AM,1:00 AM
4034,577,Wed,11:30 AM to 1 AM,11:30 AM,1:00 AM
4035,577,Thu,11:30 AM to 1 AM,11:30 AM,1:00 AM
4036,577,Fri,11:30 AM to 1 AM,11:30 AM,1:00 AM
4037,577,Sat,11:30 AM to 1 AM,11:30 AM,1:00 AM
4038,577,Sun,11:30 AM to 1 AM,11:30 AM,1:00 AM
4039,578,Mon,11 AM to 3:30 PM,11:00 AM,3:30 PM
4040,578,Tue,Closed,closed,closed
4041,578,Wed,11 AM to 3:30 PM,11:00 AM,3:30 PM
4042,578,Thu,11 AM to 3:30 PM,11:00 AM,3:30 PM
4043,578,Fri,11 AM to 3:30 PM,11:00 AM,3:30 PM
4044,578,Sat,11 AM to 3:30 PM,11:00 AM,3:30 PM
4045,578,Sun,11 AM to 3:30 PM,11:00 AM,3:30 PM
4046,579,Mon,11 AM to 12 Midnight,11:00 AM,12:00 AM
4047,579,Tue,11 AM to 12 Midnight,11:00 AM,12:00 AM
4048,579,Wed,11 AM to 12 Midnight,11:00 AM,12:00 AM
4049,579,Thu,11 AM to 12 Midnight,11:00 AM,12:00 AM
4050,579,Fri,11 AM to 12 Midnight,11:00 AM,12:00 AM
4051,579,Sat,11 AM to 12 Midnight,11:00 AM,12:00 AM
4052,579,Sun,11 AM to 12 Midnight,11:00 AM,12:00 AM
4053,580,Mon,12 Noon to 11 PM,12:00 PM,11:00 PM
4054,580,Tue,12 Noon to 11 PM,12:00 PM,11:00 PM
4055,580,Wed,12 Noon to 11 PM,12:00 PM,11:00 PM
4056,580,Thu,12 Noon to 11 PM,12:00 PM,11:00 PM
4057,580,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4058,580,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4059,580,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4060,581,Mon,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
4061,581,Tue,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
4062,581,Wed,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
4063,581,Thu,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
4064,581,Fri,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
4065,581,Sat,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
4066,581,Sun,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
4067,582,Mon,12 Noon to 11 PM,12:00 PM,11:00 PM
4068,582,Tue,12 Noon to 11 PM,12:00 PM,11:00 PM
4069,582,Wed,12 Noon to 11 PM,12:00 PM,11:00 PM
4070,582,Thu,12 Noon to 11 PM,12:00 PM,11:00 PM
4071,582,Fri,12 Noon to 11 PM,12:00 PM,11:00 PM
4072,582,Sat,12 Noon to 11 PM,12:00 PM,11:00 PM
4073,582,Sun,12 Noon to 11 PM,12:00 PM,11:00 PM
4074,583,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
4075,583,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
4076,583,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
4077,583,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
4078,583,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
4079,583,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
4080,583,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
4081,584,Mon,Closed,closed,closed
4082,584,Tue,8 AM to 9:30 PM,8:00 AM,9:30 PM
4083,584,Wed,8 AM to 9:30 PM,8:00 AM,9:30 PM
4084,584,Thu,8 AM to 9:30 PM,8:00 AM,9:30 PM
4085,584,Fri,8 AM to 9:30 PM,8:00 AM,9:30 PM
4086,584,Sat,8 AM to 9:30 PM,8:00 AM,9:30 PM
4087,584,Sun,8 AM to 9:30 PM,8:00 AM,9:30 PM
4088,585,Mon,11 AM to 12 Midnight,11:00 AM,12:00 AM
4089,585,Tue,11 AM to 12 Midnight,11:00 AM,12:00 AM
4090,585,Wed,11 AM to 12 Midnight,11:00 AM,12:00 AM
4091,585,Thu,11 AM to 12 Midnight,11:00 AM,12:00 AM
4092,585,Fri,11 AM to 12 Midnight,11:00 AM,12:00 AM
4093,585,Sat,11 AM to 12 Midnight,11:00 AM,12:00 AM
4094,585,Sun,11 AM to 12 Midnight,11:00 AM,12:00 AM
4095,586,Mon,12 Noon to 3 PM,12:00 PM,3:00 PM
4096,586,Tue,12 Noon to 3 PM,12:00 PM,3:00 PM
4097,586,Wed,12 Noon to 3 PM,12:00 PM,3:00 PM
4098,586,Thu,12 Noon to 3 PM,12:00 PM,3:00 PM
4099,586,Fri,12 Noon to 3 PM,12:00 PM,3:00 PM
4100,586,Sat,12 Noon to 3 PM,12:00 PM,3:00 PM
4101,586,Sun,12 Noon to 3 PM,12:00 PM,3:00 PM
4102,587,Mon,6 PM to 11:45 PM,6:00 PM,11:45 PM
4103,587,Tue,6 PM to 11:45 PM,6:00 PM,11:45 PM
4104,587,Wed,6 PM to 11:45 PM,6:00 PM,11:45 PM
4105,587,Thu,6 PM to 11:45 PM,6:00 PM,11:45 PM
4106,587,Fri,6 PM to 11:45 PM,6:00 PM,11:45 PM
4107,587,Sat,6 PM to 11:45 PM,6:00 PM,11:45 PM
4108,587,Sun,6 PM to 11:45 PM,6:00 PM,11:45 PM
4109,588,Mon,11 AM to 4 PM,11:00 AM,4:00 PM
4110,588,Tue,11 AM to 4 PM,11:00 AM,4:00 PM
4111,588,Wed,11 AM to 4 PM,11:00 AM,4:00 PM
4112,588,Thu,11 AM to 4 PM,11:00 AM,4:00 PM
4113,588,Fri,11 AM to 4 PM,11:00 AM,4:00 PM
4114,588,Sat,11 AM to 4 PM,11:00 AM,4:00 PM
4115,588,Sun,11 AM to 4 PM,11:00 AM,4:00 PM
4116,589,Mon,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
4117,589,Tue,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
4118,589,Wed,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
4119,589,Thu,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
4120,589,Fri,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
4121,589,Sat,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
4122,589,Sun,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
4123,590,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4124,590,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4125,590,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4126,590,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4127,590,Fri,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4128,590,Sat,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4129,590,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4130,591,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
4131,591,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
4132,591,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
4133,591,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
4134,591,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
4135,591,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
4136,591,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
4137,592,Mon,12 Noon to 3 PM,12:00 PM,3:00 PM
4138,592,Tue,12 Noon to 3 PM,12:00 PM,3:00 PM
4139,592,Wed,12 Noon to 3 PM,12:00 PM,3:00 PM
4140,592,Thu,12 Noon to 3 PM,12:00 PM,3:00 PM
4141,592,Fri,12 Noon to 3 PM,12:00 PM,3:00 PM
4142,592,Sat,12 Noon to 3 PM,12:00 PM,3:00 PM
4143,592,Sun,12 Noon to 3 PM,12:00 PM,3:00 PM
4144,593,Mon,1 PM to 1 AM,1:00 PM,1:00 AM
4145,593,Tue,1 PM to 1 AM,1:00 PM,1:00 AM
4146,593,Wed,1 PM to 1 AM,1:00 PM,1:00 AM
4147,593,Thu,1 PM to 1 AM,1:00 PM,1:00 AM
4148,593,Fri,1 PM to 1 AM,1:00 PM,1:00 AM
4149,593,Sat,1 PM to 1 AM,1:00 PM,1:00 AM
4150,593,Sun,1 PM to 1 AM,1:00 PM,1:00 AM
4151,594,Mon,11:30 AM to 11:45 PM,11:30 AM,11:45 PM
4152,594,Tue,11:30 AM to 11:45 PM,11:30 AM,11:45 PM
4153,594,Wed,11:30 AM to 11:45 PM,11:30 AM,11:45 PM
4154,594,Thu,11:30 AM to 11:45 PM,11:30 AM,11:45 PM
4155,594,Fri,11:30 AM to 11:45 PM,11:30 AM,11:45 PM
4156,594,Sat,11:30 AM to 11:45 PM,11:30 AM,11:45 PM
4157,594,Sun,11:30 AM to 11:45 PM,11:30 AM,11:45 PM
4158,595,Mon,11:30 AM to 10:45 PM,11:30 AM,10:45 PM
4159,595,Tue,11:30 AM to 10:45 PM,11:30 AM,10:45 PM
4160,595,Wed,11:30 AM to 10:45 PM,11:30 AM,10:45 PM
4161,595,Thu,11:30 AM to 10:45 PM,11:30 AM,10:45 PM
4162,595,Fri,11:30 AM to 10:45 PM,11:30 AM,10:45 PM
4163,595,Sat,11:30 AM to 10:45 PM,11:30 AM,10:45 PM
4164,595,Sun,11:30 AM to 10:45 PM,11:30 AM,10:45 PM
4165,596,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
4166,596,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
4167,596,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
4168,596,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
4169,596,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
4170,596,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
4171,596,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
4172,597,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
4173,597,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
4174,597,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
4175,597,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
4176,597,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
4177,597,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
4178,597,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
4179,598,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4180,598,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4181,598,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4182,598,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4183,598,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4184,598,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4185,598,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4186,599,Mon,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
4187,599,Tue,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
4188,599,Wed,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
4189,599,Thu,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
4190,599,Fri,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
4191,599,Sat,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
4192,599,Sun,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
4193,600,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4194,600,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4195,600,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4196,600,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4197,600,Fri,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4198,600,Sat,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4199,600,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4200,601,Mon,12 Noon to 11:45 PM,12:00 PM,11:45 PM
4201,601,Tue,12 Noon to 11:45 PM,12:00 PM,11:45 PM
4202,601,Wed,12 Noon to 11:45 PM,12:00 PM,11:45 PM
4203,601,Thu,12 Noon to 11:45 PM,12:00 PM,11:45 PM
4204,601,Fri,12 Noon to 11:45 PM,12:00 PM,11:45 PM
4205,601,Sat,12 Noon to 11:45 PM,12:00 PM,11:45 PM
4206,601,Sun,12 Noon to 11:45 PM,12:00 PM,11:45 PM
4207,602,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4208,602,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4209,602,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4210,602,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4211,602,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4212,602,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4213,602,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4214,603,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4215,603,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4216,603,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4217,603,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4218,603,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4219,603,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4220,603,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4221,604,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
4222,604,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
4223,604,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
4224,604,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
4225,604,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
4226,604,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
4227,604,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
4228,605,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4229,605,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4230,605,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4231,605,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4232,605,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4233,605,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4234,605,Sun,12 Noon to 5 AM,12:00 PM,5:00 AM
4235,606,Mon,9 AM to 1 AM,9:00 AM,1:00 AM
4236,606,Tue,9 AM to 1 AM,9:00 AM,1:00 AM
4237,606,Wed,9 AM to 1 AM,9:00 AM,1:00 AM
4238,606,Thu,9 AM to 1 AM,9:00 AM,1:00 AM
4239,606,Fri,9 AM to 1 AM,9:00 AM,1:00 AM
4240,606,Sat,9 AM to 1 AM,9:00 AM,1:00 AM
4241,606,Sun,9 AM to 1 AM,9:00 AM,1:00 AM
4242,607,Mon,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
4243,607,Tue,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
4244,607,Wed,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
4245,607,Thu,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
4246,607,Fri,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
4247,607,Sat,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
4248,607,Sun,5:30 PM to 5 AM,5:30 PM,5:00 AM
4249,608,Mon,9 AM to 1:30 AM,9:00 AM,1:30 AM
4250,608,Tue,9 AM to 1:30 AM,9:00 AM,1:30 AM
4251,608,Wed,9 AM to 1:30 AM,9:00 AM,1:30 AM
4252,608,Thu,9 AM to 1:30 AM,9:00 AM,1:30 AM
4253,608,Fri,9 AM to 1:30 AM,9:00 AM,1:30 AM
4254,608,Sat,9 AM to 1:30 AM,9:00 AM,1:30 AM
4255,608,Sun,9 AM to 1:30 AM,9:00 AM,1:30 AM
4256,609,Mon,11 AM to 12 Midnight,11:00 AM,12:00 AM
4257,609,Tue,11 AM to 12 Midnight,11:00 AM,12:00 AM
4258,609,Wed,11 AM to 12 Midnight,11:00 AM,12:00 AM
4259,609,Thu,11 AM to 12 Midnight,11:00 AM,12:00 AM
4260,609,Fri,11 AM to 12 Midnight,11:00 AM,12:00 AM
4261,609,Sat,11 AM to 12 Midnight,11:00 AM,12:00 AM
4262,609,Sun,11 AM to 12 Midnight,11:00 AM,12:00 AM
4263,610,Mon,11 AM to 2:30 AM,11:00 AM,2:30 AM
4264,610,Tue,11 AM to 2:30 AM,11:00 AM,2:30 AM
4265,610,Wed,11 AM to 2:30 AM,11:00 AM,2:30 AM
4266,610,Thu,11 AM to 2:30 AM,11:00 AM,2:30 AM
4267,610,Fri,11 AM to 2:30 AM,11:00 AM,2:30 AM
4268,610,Sat,11 AM to 2:30 AM,11:00 AM,2:30 AM
4269,610,Sun,11 AM to 2:30 AM,11:00 AM,2:30 AM
4270,611,Mon,11 AM to 1 AM,11:00 AM,1:00 AM
4271,611,Tue,11 AM to 1 AM,11:00 AM,1:00 AM
4272,611,Wed,11 AM to 1 AM,11:00 AM,1:00 AM
4273,611,Thu,11 AM to 1 AM,11:00 AM,1:00 AM
4274,611,Fri,11 AM to 1 AM,11:00 AM,1:00 AM
4275,611,Sat,11 AM to 1 AM,11:00 AM,1:00 AM
4276,611,Sun,11 AM to 1 AM,11:00 AM,1:00 AM
4277,612,Mon,Closed,closed,closed
4278,612,Tue,12 Midnight to 1 AM,12:00 AM,1:00 AM
4279,612,Wed,12 Midnight to 1 AM,12:00 AM,1:00 AM
4280,612,Thu,12 Midnight to 1 AM,12:00 AM,1:00 AM
4281,612,Fri,12 Midnight to 1 AM,12:00 AM,1:00 AM
4282,612,Sat,12 Midnight to 1 AM,12:00 AM,1:00 AM
4283,612,Sun,12 Midnight to 1 AM,12:00 AM,1:00 AM
4284,613,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4285,613,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4286,613,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4287,613,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4288,613,Fri,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4289,613,Sat,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4290,613,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4291,614,Mon,11 AM to 3:30 AM,11:00 AM,3:30 PM
4292,614,Tue,11 AM to 3:30 AM,11:00 AM,3:30 PM
4293,614,Wed,11 AM to 3:30 AM,11:00 AM,3:30 PM
4294,614,Thu,11 AM to 3:30 AM,11:00 AM,3:30 PM
4295,614,Fri,11 AM to 3:30 AM,11:00 AM,3:30 PM
4296,614,Sat,11 AM to 3:30 AM,11:00 AM,3:30 PM
4297,614,Sun,11 AM to 3:30 AM,11:00 AM,3:30 PM
4298,615,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
4299,615,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
4300,615,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
4301,615,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
4302,615,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
4303,615,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
4304,615,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
4305,616,Mon,8 AM to 11 PM,8:00 AM,11:00 PM
4306,616,Tue,8 AM to 11 PM,8:00 AM,11:00 PM
4307,616,Wed,8 AM to 11 PM,8:00 AM,11:00 PM
4308,616,Thu,8 AM to 11 PM,8:00 AM,11:00 PM
4309,616,Fri,8 AM to 11 PM,8:00 AM,11:00 PM
4310,616,Sat,8 AM to 11 PM,8:00 AM,11:00 PM
4311,616,Sun,8 AM to 11 PM,8:00 AM,11:00 PM
4312,617,Mon,11 AM to 1:30 AM,11:00 AM,1:30 AM
4313,617,Tue,11 AM to 1:30 AM,11:00 AM,1:30 AM
4314,617,Wed,11 AM to 1:30 AM,11:00 AM,1:30 AM
4315,617,Thu,11 AM to 1:30 AM,11:00 AM,1:30 AM
4316,617,Fri,11 AM to 3 AM,11:00 AM,3:00 AM
4317,617,Sat,11 AM to 3 AM,11:00 AM,3:00 AM
4318,617,Sun,11 AM to 3 AM,11:00 AM,3:00 AM
4319,618,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4320,618,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4321,618,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4322,618,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4323,618,Fri,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4324,618,Sat,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4325,618,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4326,619,Mon,8 AM to 11 PM,8:00 AM,11:00 PM
4327,619,Tue,8 AM to 11 PM,8:00 AM,11:00 PM
4328,619,Wed,8 AM to 11 PM,8:00 AM,11:00 PM
4329,619,Thu,8 AM to 11 PM,8:00 AM,11:00 PM
4330,619,Fri,8 AM to 11 PM,8:00 AM,11:00 PM
4331,619,Sat,8 AM to 11 PM,8:00 AM,11:00 PM
4332,619,Sun,8 AM to 11 PM,8:00 AM,11:00 PM
4333,620,Mon,9 AM to 12 Midnight,9:00 AM,12:00 AM
4334,620,Tue,9 AM to 12 Midnight,9:00 AM,12:00 AM
4335,620,Wed,9 AM to 12 Midnight,9:00 AM,12:00 AM
4336,620,Thu,9 AM to 12 Midnight,9:00 AM,12:00 AM
4337,620,Fri,9 AM to 12 Midnight,9:00 AM,12:00 AM
4338,620,Sat,9 AM to 12 Midnight,9:00 AM,12:00 AM
4339,620,Sun,9 AM to 12 Midnight,9:00 AM,12:00 AM
4340,621,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4341,621,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4342,621,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4343,621,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4344,621,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4345,621,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4346,621,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
4347,622,Mon,24 Hours,12:00 PM,11:59 AM
4348,622,Tue,24 Hours,12:00 PM,11:59 AM
4349,622,Wed,24 Hours,12:00 PM,11:59 AM
4350,622,Thu,24 Hours,12:00 PM,11:59 AM
4351,622,Fri,24 Hours,12:00 PM,11:59 AM
4352,622,Sat,24 Hours,12:00 PM,11:59 AM
4353,622,Sun,24 Hours,12:00 PM,11:59 AM
4354,623,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
4355,623,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
4356,623,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
4357,623,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
4358,623,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
4359,623,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
4360,623,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
4361,624,Mon,7 AM to 12:30 AM,7:00 AM,12:30 AM
4362,624,Tue,7 AM to 12:30 AM,7:00 AM,12:30 AM
4363,624,Wed,7 AM to 12:30 AM,7:00 AM,12:30 AM
4364,624,Thu,7 AM to 12:30 AM,7:00 AM,12:30 AM
4365,624,Fri,7 AM to 12:30 AM,7:00 AM,12:30 AM
4366,624,Sat,7 AM to 12:30 AM,7:00 AM,12:30 AM
4367,624,Sun,7 AM to 12:30 AM,7:00 AM,12:30 AM
4368,625,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4369,625,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4370,625,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4371,625,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4372,625,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4373,625,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4374,625,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4375,626,Mon,1 PM to 12 Midnight,1:00 PM,12:00 AM
4376,626,Tue,1 PM to 12 Midnight,1:00 PM,12:00 AM
4377,626,Wed,1 PM to 12 Midnight,1:00 PM,12:00 AM
4378,626,Thu,1 PM to 12 Midnight,1:00 PM,12:00 AM
4379,626,Fri,1 PM to 12 Midnight,1:00 PM,12:00 AM
4380,626,Sat,1 PM to 12 Midnight,1:00 PM,12:00 AM
4381,626,Sun,1 PM to 12 Midnight,1:00 PM,12:00 AM
4382,627,Mon,7 AM to 10 PM,7:00 AM,10:00 PM
4383,627,Tue,7 AM to 10 PM,7:00 AM,10:00 PM
4384,627,Wed,7 AM to 10 PM,7:00 AM,10:00 PM
4385,627,Thu,7 AM to 10 PM,7:00 AM,10:00 PM
4386,627,Fri,7 AM to 10 PM,7:00 AM,10:00 PM
4387,627,Sat,7 AM to 10 PM,7:00 AM,10:00 PM
4388,627,Sun,7 AM to 10 PM,7:00 AM,10:00 PM
4389,628,Mon,3 PM to 11 PM,3:00 PM,11:00 PM
4390,628,Tue,4 PM to 11 PM,4:00 PM,11:00 PM
4391,628,Wed,4 PM to 11 PM,4:00 PM,11:00 PM
4392,628,Thu,4 PM to 11 PM,4:00 PM,11:00 PM
4393,628,Fri,4 PM to 11 PM,4:00 PM,11:00 PM
4394,628,Sat,4 PM to 11 PM,4:00 PM,11:00 PM
4395,628,Sun,4 PM to 11 PM,4:00 PM,11:00 PM
4396,629,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
4397,629,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
4398,629,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
4399,629,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
4400,629,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
4401,629,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
4402,629,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
4403,630,Mon,12 Noon to 12:30 AM,12:00 PM,12:30 AM
4404,630,Tue,12 Noon to 12:30 AM,12:00 PM,12:30 AM
4405,630,Wed,12 Noon to 12:30 AM,12:00 PM,12:30 AM
4406,630,Thu,12 Noon to 12:30 AM,12:00 PM,12:30 AM
4407,630,Fri,12 Noon to 12:30 AM,12:00 PM,12:30 AM
4408,630,Sat,12 Noon to 12:30 AM,12:00 PM,12:30 AM
4409,630,Sun,12 Noon to 12:30 AM,12:00 PM,12:30 AM
4410,631,Mon,11 AM to 11:30 PM,11:00 AM,11:30 PM
4411,631,Tue,11 AM to 11:30 PM,11:00 AM,11:30 PM
4412,631,Wed,11 AM to 11:30 PM,11:00 AM,11:30 PM
4413,631,Thu,11 AM to 11:30 PM,11:00 AM,11:30 PM
4414,631,Fri,11 AM to 11:30 PM,11:00 AM,11:30 PM
4415,631,Sat,11 AM to 11:30 PM,11:00 AM,11:30 PM
4416,631,Sun,11 AM to 11:30 PM,11:00 AM,11:30 PM
4417,632,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4418,632,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4419,632,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
4420,632,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
